image_uri,template_uri,label,request_id,job_id,area_id,area_index,local_id,kind,worker_verdict,fill_ratio,delta_fill_ratio,baseline_fill_ratio
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-8d2892ba6d37_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-8d2892ba6d37_5__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-8d2892ba6d37,4,5,problem,not-filled,0.2571022727272727,0.025568181818181795,0.2315340909090909
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_1__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-90abb98946f7,5,1,problem,not-filled,0.16174183514774496,0.03888024883359255,0.12286158631415241
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_2__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-90abb98946f7,5,2,problem,not-filled,0.27838258164852253,0.04043545878693622,0.2379471228615863
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_3__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-90abb98946f7,5,3,problem,not-filled,0.2690513219284603,0.024883359253499188,0.24416796267496113
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_4__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-90abb98946f7,5,4,problem,not-filled,0.32192846034214617,0.09797822706065318,0.223950233281493
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-90abb98946f7_5__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-90abb98946f7,5,5,problem,not-filled,0.30171073094867806,0.024883359253499215,0.27682737169517885
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_1__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-95a75f1d5a1a,6,1,problem,not-filled,0.1534090909090909,0.03409090909090909,0.11931818181818182
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_2__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-95a75f1d5a1a,6,2,problem,not-filled,0.26704545454545453,0.041193181818181795,0.22585227272727273
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_3__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-95a75f1d5a1a,6,3,problem,not-filled,0.2727272727272727,0.039772727272727265,0.23295454545454544
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_4__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-95a75f1d5a1a,6,4,problem,not-filled,0.296875,0.04971590909090909,0.2471590909090909
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-95a75f1d5a1a_5__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-95a75f1d5a1a,6,5,problem,not-filled,0.2713068181818182,0.021306818181818177,0.25
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_1__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-9a1a4a5e941f,7,1,problem,not-filled,0.15767045454545456,0.04545454545454547,0.11221590909090909
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_2__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-9a1a4a5e941f,7,2,problem,not-filled,0.2627840909090909,0.029829545454545442,0.23295454545454544
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_3__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-9a1a4a5e941f,7,3,problem,not-filled,0.2741477272727273,0.04687500000000003,0.22727272727272727
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_4__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_4__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-9a1a4a5e941f,7,4,problem,not-filled,0.29545454545454547,0.04829545454545456,0.2471590909090909
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_5__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9a1a4a5e941f_5__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-9a1a4a5e941f,7,5,problem,not-filled,0.2755681818181818,0.02982954545454547,0.24573863636363635
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9c786e4c31e6_1__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9c786e4c31e6_1__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-9c786e4c31e6,8,1,problem,not-filled,0.15625,0.03835227272727272,0.11789772727272728
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9c786e4c31e6_2__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9c786e4c31e6_2__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-9c786e4c31e6,8,2,problem,not-filled,0.26988636363636365,0.05823863636363638,0.21164772727272727
s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9c786e4c31e6_3__scan.png,s3://dev-hi4labs-label-studio/qmr-worker/debug/019e0b1a-c33a-76fe-a34d-102a539da251/019e1fbb-ec7d-733b-94a3-30e7ec1b7cca/bubbles/problem/019c1178-23de-7745-abac-9c786e4c31e6_3__template.png,not-filled,019e0b1a-c33a-76fe-a34d-102a539da251,019e1fbb-ec7d-733b-94a3-30e7ec1b7cca,019c1178-23de-7745-abac-9c786e4c31e6,8,3,problem,not-filled,0.2741477272727273,0.06250000000000003,0.21164772727272727
